object_id,name,description,type,project_stage,year_implemented,partners,idea_description,collector,source,photos,need_volunteers,need_funding,need_site_access,need_design,need_materials,need_volunteers_2,need_funding_2,need_materials_2,need_tools2,address,location,latitude,longitude
0088F00116000000,"Hazelwood Avenue, Beechwood Boulevard and Saline Street Community Flower Garden",WPC community flower garden planted by volunteers and tended to by neighbors and volunteers,Flower Garden,A project that has been implemented ,1996,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-12-unknown-location-bh50axs.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-12-unknown-location-b930a2p.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-12-unknown-location-bg40abw.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.41939475,-79.92643063
5696cf8524c5860300513341,N. Linden Avenue & McPherson Boulevard flower garden,WPC community flower garden planted  and tended to by neighbors,Flower Garden,A project that has been implemented ,1983,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-13-near-n-linden-ave-f330oh8.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-13-near-n-linden-ave-f220oog.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near N Linden Ave,Pittsburgh,40.45490209,-79.90831196
5696d01b24c5860300513345,N. Linden Avenue & Thomas Boulevard flower garden,WPC community flower garden planted and tended to by neighbors,Flower Garden,A project that has been implemented ,1983,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-13-near-n-linden-ave-xk60omy.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-13-near-n-linden-ave-xj50obx.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near N Linden Ave,Pittsburgh,40.45404489,-79.90909249
5696d0edb25ef80300219f8f,Beechwood Boulevard & Reynolds Street community flower garden,WPC community flower garden planted and tended to by neighbors and volunteers,Flower Garden,A project that has been implemented ,1992,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-13-near-6620-reynolds-st-7240fld.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-13-near-6620-reynolds-st-7250fi1.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 6620 Reynolds St,Pittsburgh,40.45257334,-79.91525084
5698123eb25ef80300219fe3,Lincoln Avenue & Frankstown Avenue,WPC community flower garden planted by Lincoln Elementary students and tended to by neighbors and volunteers,Flower Garden,A project that has been implemented ,1995,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-14-near-6539-frankstown-ave-ds1b0f22.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-14-near-6539-frankstown-ave-ds1c0fek.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-14-near-6539-frankstown-ave-ds1a0fel.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 6539 Frankstown Ave,Pittsburgh,40.46031648,-79.91286904
0125H00300000000,Frankstown Avenue & Bennett Street community flower garden,WPC community flower garden planted and tended to by neighbors and volunteers,Flower Garden,A project that has been implemented ,1993,"Mary Savage, Pittsburgh Alumnae Chapter - Delta Sigma Theta Sorority, Inc. ",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-14-unknown-location-6090ykk.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-14-unknown-location-60a0y3b.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-14-unknown-location-61b0yec.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.45802688,-79.90315803
569959deef4a110300a1fb7d,S. Dallas Avenue & Wilkins Avenue community flower garden,WPC community flower garden planted by volunteers and tended to by neighbors. This garden was endowed in memory of Lee Solomon.,Flower Garden,A project that has been implemented ,1991,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-wilkins-ave-6l2y05yr.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-wilkins-ave-6l2x05t0.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-wilkins-ave-6m2z05yh.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Wilkins Ave,Pittsburgh,40.44680622,-79.911713
56995aa6ef4a110300a1fb83,Community flower garden bed near Forbes Avenue and S. Dallas Avenue,WPC community flower garden planted and tended to by neighbors,Flower Garden,A project that has been implemented ,2000,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-6616-forbes-ave-wp3205k4.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 6616 Forbes Ave,Pittsburgh,40.43795608,-79.91241038
56995b8d7f5b360300e6eb90,2409 Shady Avenue - Allderdice High School flower garden,WPC community flower garden planted by Allderdice students and tended to by neighbors,Flower Garden,A project that has been implemented ,1998,"Allderdice High School, Doris Litman",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-2523-shady-ave-qq3305e2.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-2523-shady-ave-qr35057g.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-2523-shady-ave-qq3405ki.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 2523 Shady Ave,Pittsburgh,40.42935081,-79.92076278
56995c69ef4a110300a1fb85,"Morrowfield Avenue, Tilbury Street and Beechwood Boulevard community flower garden",WPC community flower garden planted and tended to by neighbors,Flower Garden,A project that has been implemented ,1995,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-beechwood-blvd-0d330591.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-beechwood-blvd-0d35056y.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-15-near-beechwood-blvd-0d3405xr.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Beechwood Blvd,Pittsburgh,40.42647295,-79.9191159
569d166005596603002bab16,Squirrel Hill Tunnel Flower Gardens,WPC gateway flower garden planted by and tended to WPC staff,Flower Garden,A project that has been implemented ,2002,PennDOT,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-i-376-e-uj20yge.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-i-376-e-ui10y78.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-i-376-e-ui00y8b.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near I-376 E,Pittsburgh,40.42851982,-79.92866993
569d17b905596603002bab18,S. 18th Street River Front Park,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1999,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-river-front-park-fe30yi0.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-river-front-park-fe40y0x.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-river-front-park-fe50y4w.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near River Front Park,Pittsburgh,40.43156195,-79.97215122
569d19bf05596603002bab1a,Birmingham Bridge & E. Carson Street Community Flower Garden,WPC community garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1989,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-arterial-4d60yk1.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-arterial-4e70yh9.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-arterial-4e80ykz.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Arterial,Pittsburgh,40.42855453,-79.97385442
569d1ab0db25180300daf260,E. Carson Street & Sarah Street Community Flower Garden,WPC community garden planted by Phillips Elementary students and tended to by volunteers,Flower Garden,A project that has been implemented ,1993,Pittsburgh Phillips Elementary School,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-street-9810lus.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-street-9820ll5.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-street-8v00l29.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Street,Pittsburgh,40.42405439,-79.96289223
569d1becdb25180300daf262,Greeley Street & Josephine Street community flower garden,WPC community garden planted by volunteers and tended to by South Side Slopes neighbors. More information SSSNA's beautification efforts can be found at http://www.southsideslopes.org/the-neighborhood/gardens/,Flower Garden,A project that has been implemented ,1999,South Side Slopes Neighborhood Association,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-2-greeley-st-jk30lyk.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-2-greeley-st-jl50lkk.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-2-greeley-st-jl40lfz.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 2 Greeley St,Pittsburgh,40.42471187,-79.9743399
569d1c7805596603002bab1c,Barry Street & Greeley Street community flower garden,WPC community garden planted by volunteers and tended to by South Side Slopes neighbors. More information SSSNA's beautification efforts can be found at http://www.southsideslopes.org/the-neighborhood/gardens/,Flower Garden,A project that has been implemented ,1999,South Side Slopes Neighborhood Association,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-22-barry-st-ydb0yu7.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-22-barry-st-yda0y0l.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-22-barry-st-y990yk4.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 22 Barry St,Pittsburgh,40.42383183,-79.96930003
569d1d6b05596603002bab1e,Fifth Avenue & Kirkpatrick Street community flower garden,WPC community flower garden planted and tended to by volunteers,Flower Garden,A project that has been implemented ,1997,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-30-kirkpatrick-st-jxc0ym4.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-30-kirkpatrick-st-jye0yeg.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-30-kirkpatrick-st-jyd0ywq.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 30 Kirkpatrick St,Pittsburgh,40.43783155,-79.97263402
569d1e53db25180300daf264,Greenfield Avenue & Irvine Street,WPC community flower garden planted by and tended to by volunteers,Flower Garden,A project that has been implemented ,1991,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-108-greenfield-ave-5x70lvp.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-108-greenfield-ave-5w60l7i.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 108 Greenfield Ave,Pittsburgh,40.42485072,-79.95182276
569d1f71db25180300daf266,Boulevard of the Allies at Parkview Avenue flower gardens,WPC community flower garden planted and tended to by volunteers,Flower Garden,A project that has been implemented ,1989,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-5-boulevard-of-the-allies-tt80l1u.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-5-boulevard-of-the-allies-u2a0lr6.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-5-boulevard-of-the-allies-u290lkq.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 5 Boulevard of the Allies,Pittsburgh,40.43423543,-79.95200515
569d208a05596603002bab20,Forbes Avenue at Carnegie Museum,WPC community flower garden planted by volunteers and tended to by neighbors and volunteers,Flower Garden,A project that has been implemented ,1982,Carnegie Museums of Pittsburgh,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-schenley-dr-ext-xrg0yil.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-schenley-dr-ext-xuh0yyf.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-schenley-dr-ext-xqf0yxo.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Schenley Dr Ext,Pittsburgh,40.44340552,-79.95181203
569d218a05596603002bab22,Gateway Center - Faith Gallo Memorial Garden,WPC memorial flower garden planted by and tended to by volunteers,Flower Garden,A project that has been implemented ,2000,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-penn-ave-0li0yff.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-penn-ave-0mk0yqx.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-penn-ave-0lj0yvy.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Penn Ave,Pittsburgh,40.44175308,-80.00441283
569d259edb25180300daf268,Grant Street @ First Avenue gateway flower garden,WPC community flower garden planted by and tended to by volunteers,Flower Garden,A project that has been implemented ,1991,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-ramp-3ib0los.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-ramp-3jc0le8.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-ramp-3jd0lx8.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near Ramp,Pittsburgh,40.43653113,-79.99897599
569d2791db25180300daf26a,Angora Gardens Vegetable garden,"Tnanks to a grant from Sampson Foundation, WPC worked with staff at Angora Gardens to implement vegetable garden beds that will be used to serve Mon Yough Community Services constituents. More information can be found at http://www.angoragardens.org/",Food Garden,A project that has been implemented ,2015,"Western Pennsylvania Conservancy, Mon Yough Community Services, Allegheny County Parks",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-3163-muse-ln-8pf0l13.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-3163-muse-ln-8pg0l3g.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-3163-muse-ln-8oe0lf4.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 3163 Muse Ln,White Oak,40.34098155,-79.78455484
569d2989db25180300daf26c,CHS teaching garden,"Thanks to a grant from Sampson Foundation, WPC worked with staff and volunteers from Community Human Services of Pittsburgh to update and implement vegetable garden beds that will be used to serve CHS constituents, providing fresh, self-grown produce. More information can be found at http://www.chscorp.org/foodpantry",Food Garden,A project that has been implemented ,2015,"Western Pennsylvania Conservancy, Community Human Services of Pittsburgh",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-374-lawn-st-j4h0l7u.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-374-lawn-st-j5j0lln.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-374-lawn-st-j5i0lar.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 374 Lawn St,Pittsburgh,40.43343615,-79.96155113
0175B00152000000,Sankofa Village of the Arts community vegetable gardens,"Thanks to a grant from Sampson Foundation, WPC worked with Sankofa Village for the Arts volunteers and youth participants to implement vegetable garden beds that will be used by Sankofa constituents and Homewood neighbors to provide fresh, self-grown produce. More information can be found at https://www.facebook.com/SankofaVillageOfTheArts/ or by calling Ayanna at 412-537-7895",Food Garden,A project that has been implemented ,2015,"Sankofa Village for the Arts, Western Pennsylvania Conservancy, PWSA",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-unknown-location-swl0lg2.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-unknown-location-swm0l73.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-unknown-location-swk0lzd.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.45152246,-79.89212566
569d30f005596603002bab24,Masjid Al-Mumin community vegetable garden,"Thanks to a grant from Sampson Foundation, WPC worked with members of Masjid Al-Mumin to update and implement vegetable garden beds and fruit trees that will be used by Mumin constituents to grow fresh produce for themselves and their neighbors. More information can be found at http://www.masjidalmumin.org/",Food Garden,A project that has been implemented ,2015,"Masjid Al-Mumin, Western Pennsylvania Conservancy, Grow Pittsburgh",,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-181-winslow-st-t2l0yft.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-181-winslow-st-t3n0yu2.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-1-18-near-181-winslow-st-t3m0y2u.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 181 Winslow St,Pittsburgh,40.46438362,-79.91159767
56ad7518ad4cfd030066b181,,,Not specified,An idea for a lot,,,I'm a teacher at Woolslair Elementary school located at the corner of Liberty Ave. and 40th street. We have no green space or playground at our school. I am interested in getting my students involved in planning a space we could use as an outdoor classroom. The students would play a pivotal role in the planning and creation of the space.,Kathy Michelotti ,mobile,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Near 4003 Garden Way,Pittsburgh,40.46577227,-79.9570477
0029B00134000000,,,Not specified,An idea for a lot,,,Community garden,Charles Willis,mobile,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,63  BATES ST PITTSBURGH,Pittsburgh,40.43313863,-79.95862691
0046N00235000000,Wilson Avenue Lot Revitalization,We will turn these vacant lots into a garden.,Not specified,A project that is in progress ,,PULSE,,Zeba Ahmed,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-3-3-unknown-location-d82094e.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-3-3-unknown-location-d6009vl.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-3-3-unknown-location-d810990.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unknown Location,Unknown,40.46459521,-80.01228219
0124N00115000000,Larimer Community Village Green,40 Raised Community Garden Beds,Food Garden,A project that has been implemented ,2008,"GTECH, Grow Pittsburgh, Tree Pittsburgh, Women of Calvary, Kingsley Center",,Larimer Green Team,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,304  LARIMER AVE PITTSBURGH,Pittsburgh,40.46426323,-79.91565486
0124N00114000000,Larimer Community Village Green,40 Raised Community Garden Beds,Food Garden,A project that has been implemented ,2008,"GTECH, Grow Pittsburgh, Tree Pittsburgh, Women of Calvary, Kingsley Center",,Larimer Green Team,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,302  MAYFLOWER ST PITTSBURGH,Pittsburgh,40.46428279,-79.91579116
0124N00110000000,Larimer Community Village Green,40 Raised Community Garden Beds,Food Garden,A project that has been implemented ,2008,"GTECH, Grow Pittsburgh, Tree Pittsburgh, Women of Calvary, Kingsley Center",,Larimer Green Team,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111  MAYFLOWER ST PITTSBURGH,Pittsburgh,40.46415965,-79.91565659
0124N00116000000,Larimer Community Village Green,40 Raised Community Garden Beds,Food Garden,A project that has been implemented ,2008,"GTECH, Grow Pittsburgh, Tree Pittsburgh, Women of Calvary, Kingsley Center",,Larimer Green Team,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,308  LARIMER AVE PITTSBURGH,Pittsburgh,40.46432628,-79.91555552
0124N00120000000,Larimer Community Village Green,40 Raised Community Garden Beds,Food Garden,A project that has been implemented ,2008,"GTECH, Grow Pittsburgh, Tree Pittsburgh, Women of Calvary, Kingsley Center",,Larimer Green Team,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,413  LARIMER PL PITTSBURGH,Pittsburgh,40.46446792,-79.91530202
0124N00129000000,Larimer Community Village Green,40 Raised Community Garden Beds,Food Garden,A project that has been implemented ,2008,"GTECH, Grow Pittsburgh, Tree Pittsburgh, Women of Calvary, Kingsley Center",,Larimer Green Team,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,315  LARIMER AVE PITTSBURGH,Pittsburgh,40.46484056,-79.91562261
0056N00005000000,Everybody's Garden,Community garden free to the people.,Food Garden,A project that has been implemented ,2008,,,Hazelwood Urban Ag Team,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,301 W ELIZABETH ST PITTSBURGH,Pittsburgh,40.40654588,-79.94544242
0056C00256000000,,,Not specified,An idea for a lot,,,"These lots are where natural spring water comes out of the ground. One of the lots is currently a community garden, the others we would like to expand and offer garden beds to community residents. All five of these lots indicated need to be protected as wetland/perennial spring habitat, and incorporated into stormwater planning for the City. ",Hazelwood Urban Agriculture Team,mobile,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.41153425,-79.94030662
0056C00257000000,,,Not specified,An idea for a lot,,,"These lots are where natural spring water comes out of the ground. One of the lots is currently a community garden, the others we would like to expand and offer garden beds to community residents. All five of these lots indicated need to be protected as wetland/perennial spring habitat, and incorporated into stormwater planning for the City. ",Hazelwood Urban Agriculture Team,mobile,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Unknown,40.41146073,-79.94046137
